Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Liu, TT; Li, M; Bo, XJ; Zhou, M",,,,"Liu, Tingting; Li, Mian; Bo, Xiangjie; Zhou, Ming",,,Designing iron carbide embedded isolated boron (B) and nitrogen (N) atoms co-doped porous carbon fibers networks with tiny amount of B-N bonds as high-efficiency oxygen reduction reaction catalysts,JOURNAL OF COLLOID AND INTERFACE SCIENCE,,,,,,,,,,,,"In this paper, polyvinylpyrrolidone (PVP) and 4-hydroxybenzeneboronic acid (o-HPBA) are polarized in alkaline solution and then employed as boron (B) and nitrogen (N) sources. Fe(AC)(2)/o-HPBA/PVP/DMF (N,N-Dimethylformamide) slurries are first electrospunned into three-dimensional (3D) networks. Due to the electrostatic repulsion between negatively charged -O- groups surrounding N and B atoms, N and B atoms can be kept far away from each other. Upon optimizing o-HPBA dosages, the maximum amount of isolated B and N atoms are successfully doped into the 3D porous iron carbide (Fe3C) embedded B and N co-doped carbon fibers (Fe3C@B(1.0)NPCFs) networks with tiny B-N clusters. Electrochemical measure results demonstrate that Fe3C@B(1.0)NPCFs exhibit much better oxygen reduction reaction (ORR) activity than 20 wt% Pt/C in alkaline electrolyte. In acidic electrolyte, Fe3C@B(1.0)NPCFs also displays ORR activity comparable to Pt/C (its onset and half-wave potentials are just 40 and 50 mV more negative than those of Pt/C). Moreover, Fe3C@B(1.0)NPCFs show better stability and methanol tolerance ability than Pt/C for ORR in both alkaline and acidic solutions. This work opens new avenues for intentionally preventing the malignant combination of B and N atoms and boosting the electrocatalytic activity of B and N co-doped and Fe3C embedded carbon catalysts. (C) 2018 Elsevier Inc. All rights reserved.",,,,,"Zhou, Ming/B-7451-2009; Mian, Li/JOZ-4844-2023; xiangjie, bo/B-6703-2012","Zhou, Ming/0000-0003-2239-9342;",,,,,,,,,,,,,0021-9797,1095-7103,,,,JAN 1,2019,533,,,,,,709,722,,10.1016/j.jcis.2018.08.087,http://dx.doi.org/10.1016/j.jcis.2018.08.087,,,,,,,,30199827,,,,,WOS:000447815200073,View Full Record in Web of Science
J,"Xi, XT; Li, WH; Hou, BH; Yang, Y; Gu, ZY; Wu, XL",,,,"Xi, Xiao-Tong; Li, Wen-Hao; Hou, Bao-Hua; Yang, Yang; Gu, Zhen-Yi; Wu, Xing-Long",,,Dendrite-Free Lithium Anode Enables the Lithium//Graphite Dual-Ion Battery with Much Improved Cyclic Stability,ACS APPLIED ENERGY MATERIALS,,,,,,,,,,,,"Owing to the high de/intercalation potential of anions on graphite cathode, dual-ion battery (DIB) has attracted much attention for advanced energy storage. Among various DIBs, Li//graphite (Li//G) configuration delivers the highest voltage to achieve the theoretically highest energy density due to the lowest Li-plating/-stripping potential. Unfortunately, the dendrite nature of Li anode brings a series of serious problems, fatally restricting the practical application of Li//G DIB. Herein, we for the first time propose fabricating artificial and robust a solid electrolyte interphase layer on Li anode to suppress Li dendritic growth during cycling and hence to improve the cyclic stability of Li//G DIB. As a result, a long-life Li//G DIB is assembled and achieved successfully with the enhanced and smoothed Coulombic efficiencies (CE). For example, the Li//G DIB exhibits a high capacity retention of 89.6% with an average CE of 97.8% and initial discharge capacity of 95.2 mAb g(-1) over 500 cycles at 1 A g(-1). This study points out a new possible strategy to enhance the energy-storage performance of Li//G DIB with high practicability.",,,,,"Li, Wenhao/IQW-3235-2023; Wu, Xing-Long/J-8388-2012; Hou, Bao-Hua/JDD-3592-2023","Wu, Xing-Long/0000-0003-1069-9145; Hou, Bao-Hua/0000-0003-2260-6989; li, wenhao/0009-0009-6173-3535",,,,,,,,,,,,,2574-0962,,,,,JAN,2019,2,1,,,,,201,206,,10.1021/acsaem.8b01764,http://dx.doi.org/10.1021/acsaem.8b01764,,,,,,,,,,,,,WOS:000458706900027,View Full Record in Web of Science
J,"Joshi, M; Ghanty, TK",,,,"Joshi, Meenakshi; Ghanty, Tapan K.",,,Hybrid Organic-Inorganic Functionalized Dodecaboranes and Their Potential Role in Lithium and Magnesium Ion Batteries,JOURNAL OF PHYSICAL CHEMISTRY C,,,,,,,,,,,,"Currently, development of rechargeable Mg ion batteries is an important and hot topic of research. For its development, the major challenge is to find suitable stable electrolyte anions, which possess solubility in low-polarity solvents. In this context, new organic and hybrid organic-inorganic functional derivatives of closo dodecaborane dianion, namely Bi2X122- (X =-C CH,-C C-CN, and -C C-BO), are proposed here using density functional theory. The second excess electron in B-12(C C-CN)(12)(2-) and B-12(C C-BO)(12)(2-) is very strongly bound with the Delta E-2 value of 4.90 and 5.14 eV, respectively, in the gas phase, which is almost six-times higher than that of B12H122- (0.81 eV). The various other factors responsible for the high stability of these predicted dianions have been explained in detail. We have explored the implications of these stable dianions as electrolytes in the Li and Mg ion batteries, and the results are found to be highly promising. Among all the dianions considered here, B-12(C C-BO)(12)(2-) and B-12(C C-CN)(12)(2-) are the most suitable choices as the electrolyte of the Li and Mg ion batteries, as the Li+/Mg2+ salt of these two dianion requires very less energy to dissociate into corresponding cation and anion. In addition, the oxidation potential of B-12(C C-BO)(12)(2-) and B-12(C C-CN)(12)(2-) dianions versus Mg2+/Mg is very high (12.91 and 12.58 V, respectively). Present work reveals that it is possible to design desired multiply charged stable anions for appropriate applications through suitable organic-inorganic functionalization.",,,,,"Ghanty, Tapan/B-9971-2009","Joshi, Meenakshi/0000-0001-6025-3075",,,,,,,,,,,,,1932-7447,,,,,DEC 13,2018,122,49,,,,,27947,27954,,10.1021/acs.jpcc.8b09850,http://dx.doi.org/10.1021/acs.jpcc.8b09850,,,,,,,,,,,,,WOS:000453488300017,View Full Record in Web of Science
J,"Schmohl, S; He, X; Wiemhöfer, HD",,,,"Schmohl, Sebastian; He, Xuan; Wiemhoefer, Hans-Dieter",,,Boron Trifluoride Anionic Side Groups in Polyphosphazene Based Polymer Electrolyte with Enhanced Interfacial Stability in Lithium Batteries,POLYMERS,,,,,,,,,,,,"A modified polyphosphazene was synthesized using a mixed substitution at phosphorus consisting of 2-(2-methoxyethoxy)ethoxy side groups and anionic trifluoroborate groups. The primary goal was to increase the low lithium ion conductivities of the conventional lithium salt containing poly[2-(2-methoxyethoxy)ethoxy-phosphazene] (MEEP) by the immobilized anionic groups. As in previous studies, the mechanical stability was stabilized by UV induced radiation cross linking. By variation of the molar ratio between different side groups, mechanical and electrochemical properties are controllable. The polymer demonstrated large electrochemical stability windows ranging between 0 and 4.5 V versus the Li/Li+ reference. Total and lithium conductivities of 3.6 x 10(-4) Scm(-1) and 1.8 x 10(-5) Scm(-1) at 60 degrees C were revealed for the modified MEEP. When observed in special visualization cells, dendrite formation onset time and short-circuit time were determined as 21 h and 90 h, respectively, under constant current polarization (16 h and 65 h for MEEP, both with 15 wt % LiBOB), which hints to a more stable Li/polymer interface compared to normal MEEP. The enhanced dendrite suppression ability can be explained by the formation of a more conductive solid electrolyte interphase (SEI) and the existence of F-contained SEI components (such as LiF). With the addition of ethylene carbonate-dimethyl carbonate (EC/DMC) to form MEE-co-OBF3P gel polymer, both total and lithium conductivity were enhanced remarkably, and the lithium transference numbers reached reasonable values (sigma(total) = 1.05 mScm(-1), sigma(+)(Li) = 0.22 mScm(-1), t(Li)(+) = 0.18 at 60 degrees C).",,,,,"Wiemhöfer, Hans-Dieter/E-5381-2010","Wiemhofer, Hans-Dieter/0000-0002-6049-9953; He, Xuan/0000-0002-3095-9760",,,,,,,,,,,,,2073-4360,,,,,DEC,2018,10,12,,,,,,,1350,10.3390/polym10121350,http://dx.doi.org/10.3390/polym10121350,,,,,,,,30961275,,,,,WOS:000454748700058,View Full Record in Web of Science
J,"Jia, JF; Chen, SR; Yang, QW; Feng, X; Li, D",,,,"Jia, Jianfeng; Chen, Shaorui; Yang, Qianwen; Feng, Xiang; Li, De",,,Crystallinity-dependent capacity of a LiBC anode material in Li-ion batteries,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,,,,,,,,,,,,"LiBC is a layered boron carbide material that was first studied as a superconducting material. Theoretical study showed that LiBC is a promising cathode material in Li-ion batteries, while our early computational and experimental studies demonstrated the feasibility of LiBC as a high-capacity anode material for Li-ion batteries. In this work, LiBC has been synthesized by a solid-state method using different carbon precursors of acetylene black and graphite, marked a-LiBC and g-LiBC, respectively, and their electrochemical properties and corresponding structure evolutions have been investigated in Li-ion batteries. As a result, a-LiBC delivers a higher specific capacity than g-LiBC, 500 mA h g(-1)vs. 200 mA h g(-1), after 50 cycles at a rate of 0.1C. Actually, a significant structural evolution of a-LiBC was observed by in situ XRD during the charge/discharge processes, while a nearly constant structure was detected for g-LiBC. Meanwhile, in situ Raman results revealed the evolution of vibrational beating modes at different charge/discharge states. Therefore, the specific capacity of LiBC is closely related to its crystallinity, and LiBC with amorphous carbon precursors could be adopted as a promising anode material for Li-ion batteries.",,,,,,,,,,,,,,,,,,,1463-9076,1463-9084,,,,NOV 28,2018,20,44,,,,,28176,28184,,10.1039/c8cp05561k,http://dx.doi.org/10.1039/c8cp05561k,,,,,,,,30394475,,,,,WOS:000450660400046,View Full Record in Web of Science
J,"Zhang, Q; Luo, F; Ling, Y; Guo, L; Qu, KG; Hu, H; Yang, ZH; Cai, WW; Cheng, HS",,,,"Zhang, Quan; Luo, Fang; Ling, Ying; Guo, Long; Qu, Konggang; Hu, Hao; Yang, Zehui; Cai, Weiwei; Cheng, Hansong",,,Constructing Successive Active Sites for Metal-free Electrocatalyst with Boosted Electrocatalytic Activities Toward Hydrogen Evolution and Oxygen Reduction Reactions,CHEMCATCHEM,,,,,,,,,,,,"As well known, heteroatom doped carbon material served as metal-free electrocatalyst for hydrogen evolution (HER) and oxygen reduction reactions (ORR) particularly relies on the heteroatom doping level. Here, we report a 3D porous nitrogen doped carbon (PNC) electrocatalyst with superior HER and ORR electrocatalytic activities derived from the calcination of the discarded cigarette butt and dicyandiamide possessing a high nitrogen content (20 at%). PNC electrocatalyst only demands 143 mV versus RHE to achieve 10 mA cm(-2) ascribed to the high nitrogen percentile in PNC electrocatalyst favorable for constructing successive active centers contributing to efficiently catalyzing HER. Ignorable degradation in HER activity observed after 10000 potential cycles as well as undetectable decay in HER performance recorded after 12 h operation indicate high stability of PNC electrocatalyst. Meanwhile, half-wave potential of PNC electrocatalyst reaches 0.81 V versus RHE in 1 M KOH electrolyte. Additionally, stable ORR activity attained after 1000 potential cycles is indicative of high stability. A comparably high zinc-air battery performance with maximum power density of 66 mW cm(-2) is achieved by PNC electrocatalyst. This study highlights the importance of nitrogen doping level in metal-free electrocatalyst for boosting HER and ORR activities.",,,,,"yang, zhang/ABE-4264-2021; Cheng, Hansong/G-3928-2012; Ling, Ying/LWI-2574-2024","Hu, Hao/0000-0002-9649-3473; Yang, Zehui/0000-0002-5707-1905; Zhang, Quan/0009-0008-2846-0427; Luo, Fang/0000-0002-5637-2300",,,,,,,,,,,,,1867-3880,1867-3899,,,,NOV 22,2018,10,22,,,,,5194,5200,,10.1002/cctc.201801455,http://dx.doi.org/10.1002/cctc.201801455,,,,,,,,,,,,,WOS:000451444000014,View Full Record in Web of Science
J,"Chen, YN; Zhang, X; Cui, HJ; Zhang, X; Xie, ZJ; Wang, XG; Jiao, MG; Zhou, Z",,,,"Chen, Ya-Nan; Zhang, Xu; Cui, Huijuan; Zhang, Xin; Xie, Zhaojun; Wang, Xin-Gai; Jiao, Menggai; Zhou, Zhen",,,Synergistic electrocatalytic oxygen reduction reactions of Pd/B4C for ultrastable Zn-air batteries,ENERGY STORAGE MATERIALS,,,,,,,,,,,,"Highly active and durable electrocatalysts are desired to promote oxygen reduction reactions (ORR) for Zn-air batteries. Here we report a promising catalyst of Pd nanoparticles supported on boron carbide (Pd/B4C) through a facile hydrothermal route. The Pd/B4C electrode not only shows the same onset potential of 0.96 V vs. RHE as the Pt/C electrode, but also an obviously larger limiting current density. More importantly, compared with noble metal electrodes, Pd/B4C shows higher power density (187 mW cm(-2)) and much more durable cycle life (up to 1333 h) in Zn-air batteries. To gain insight into the enhanced ORR activity by B4C support, first-principles computations reveal the synergistic effect between B4C and Pd; B4C could significantly promote O-2 adsorption and splitting on Pd/B4C composites, while Pd particles on B4C have a major effect on the transformation of O* to OH-. The computations are consistent with the experimental characterizations. This work opens up a new avenue for seeking novel and durable electrocatalysts for Zn-air batteries with B4C substrates, which are chemically and electrochemically stable in hash alkaline electrolytes during operation.",,,,,"Jiao, Menggai/P-1104-2019; Cui, Huijuan/T-1480-2019; Zhang, Xu/HGU-5270-2022; Zhou, Zhen/C-4517-2008; 张, 昕/AAR-3315-2021","Zhang, Xu/0000-0003-3112-4789;",,,,,,,,,,,,,2405-8297,2405-8289,,,,NOV,2018,15,,,,,,226,233,,10.1016/j.ensm.2018.04.010,http://dx.doi.org/10.1016/j.ensm.2018.04.010,,,,,,,,,,,,,WOS:000449521500024,View Full Record in Web of Science
J,"Li, Z; Cao, L; Qin, P; Liu, X; Chen, ZW; Wang, L; Pan, DY; Wu, MH",,,,"Li, Zhen; Cao, Ling; Qin, Ping; Liu, Xiang; Chen, Zhiwen; Wang, Liang; Pan, Dengyu; Wu, Minghong",,,Nitrogen and oxygen co-doped graphene quantum dots with high capacitance performance for micro-supercapacitors,CARBON,,,,,,,,,,,,"The applications of carbon-based micro-supercapacitors (MSCs) based on the electrical double layer capacitance mechanism are usually limited by the extremely low specific capacitances and energy storage densities of carbon electrodes fabricated from less active, large-size carbon materials. As a promising alternative, high-activity N and O co-doped graphene quantum dots (N-O-GQDs) offer a combination of advantages, such as ultrasmall sizes, rich active sites, high hydrophilicity, and facile assembly into conductive carbon films. Here we report the facile electrophoresis construction of carbonbased MSCs for ultrahigh energy density storage using N-O-GQDs as the initial electrode material. The N-O-GQD MSCs show extremely high volumetric capacitances of 325 F cm(-3) in H2SO4 due to their high pseudocapacitive activity, high loading density, and enhanced electrolyte wettingability ascribed to a large amount of doped nitrogen and oxygen functional groups. They deliver an ultrahigh volumetric energy density, superior to that of thin-film lithium batteries. Three connected all-solid-state N-O-GQD MSCs can light a red light-emitting diode. Furthermore, the pseudocapacitive MSCs maintain high power densities, and cycling stability owing to improvements in electrical conductivity and electrolyte penetration. The important results highlight the promising applications of high-activity nanographenes in on-chip power sources for driving diverse micro-devices. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,"; Pan, Yuesong/AAI-6303-2020; Wang, Liang/H-4364-2017; Li, Zhen/JLL-0527-2023","Pan, Dengyu/0000-0002-2398-0537; Wang, Liang/0000-0002-3771-4627; Li, Zhen/0000-0002-5708-6402",,,,,,,,,,,,,0008-6223,1873-3891,,,,NOV,2018,139,,,,,,67,75,,10.1016/j.carbon.2018.06.042,http://dx.doi.org/10.1016/j.carbon.2018.06.042,,,,,,,,,,,,,WOS:000446063100009,View Full Record in Web of Science
J,"Il'ina, EA; Pershina, SV; Antonov, BD; Pankratov, AA; Vovkotrub, EG",,,,"Il'ina, E. A.; Pershina, S., V; Antonov, B. D.; Pankratov, A. A.; Vovkotrub, E. G.",,,"The influence of the glass additive Li2O-B2O3-SiO2 on the phase composition, conductivity, and microstructure of the Li7La3Zr2O12",JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"An influence of the lithium boron-silicate glass 65Li(2)O center dot 27B(2)O(3)center dot 8SiO(2) on the phase composition, conductivity and microstructure of the Li7La3Zr2O12 with cubic configuration was investigated. A series of the Li7La3Zr2O12 - x wt% 65Li(2)O center dot 27B(2)O(3)center dot 8SiO(2) composite electrolytes (x = 1-10) was prepared (during annealing) for 1 h at 1150 degrees C. The samples were characterized by the X-ray diffraction, Raman spectroscopy, scanning electron microscopy and differential scanning calorimetry. According to the XRD and Raman spectroscopy, the obtained composites with x < 7 had no impurities. It was established by the DSC and Raman spectroscopy that the 65Li(2)O center dot 27B(2)O(3)center dot 8SiO(2) additive was in the glassy state for all studied composites and predominantly located in the intergrain area. A glass addition of 1 wt% leads to the conductivity growth from 1.5 x 10(-4) to 3.1 x 10(-4) S cm(-1) at 25 degrees C. With further addition of the glass, the total conductivity of electrolyte decreased whereas the activation energy increased. In view of the high activation energy, the composite electrolytes have higher total conductivity values than the Li7La3Zr2O12 with cubic structure at temperatures above 100 degrees C. Thus, the obtained composites can be used as solid electrolytes in the high-energy power sources. (C) 2018 Elsevier B.V. All rights reserved.",,,,,"; Pershina, Svetlana/G-7771-2016; Il'ina, Evgeniya/G-7773-2016; Vovkotrub, Emma/D-4068-2019","antonov, boris/0000-0001-6793-1561; Pershina, Svetlana/0000-0002-0345-4978; Il'ina, Evgeniya/0000-0003-1759-5234; Vovkotrub, Emma/0000-0002-9610-2129",,,,,,,,,,,,,0925-8388,1873-4669,,,,OCT 15,2018,765,,,,,,841,847,,10.1016/j.jallcom.2018.06.154,http://dx.doi.org/10.1016/j.jallcom.2018.06.154,,,,,,,,,,,,,WOS:000444341900102,View Full Record in Web of Science
J,"Li, JY; Li, WD; You, Y; Manthiram, A",,,,"Li, Jianyu; Li, Wangda; You, Ya; Manthiram, Arumugam",,,Extending the Service Life of High-Ni Layered Oxides by Tuning the Electrode-Electrolyte Interphase,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"As a high-energy-density cathode for Li-ion batteries, high-Ni layered oxides, especially with ultrahigh Ni-content, suffer from short lifespans, due in part to their unstable electrode-electrolyte interphase (EEI). Herein, the cycle life of LiNi0.94Co0.06O2 is greatly extended by manipulating the EEI with a lithium bis(oxalate) (LiBOB) additive even when operated at a moderately high voltage (4.4 V vs Li/Li+). Impressively, the capacity retention can be increased from 61 to 80% after 500 cycles in a full cell paired with a graphite anode. Additionally, the presence of LiBOB enables a robust boron- and oxygen-enriched EEI that effectively inhibits continual electrolyte decomposition and offers a stable cathode surface. Moreover, the layered architecture of the cathode-electrolyte interphase (CEI) and the anode-electrolyte interphase (AEI) at the nanometer scale is revealed by time-of-flight secondary ion mass spectrometry. It is demonstrated that the cathode surface chemistry can significantly influence the AEI both chemically and physically, and AEI is modified from a thick three-layer to a thin two-layer architecture by tuning the cathode surface chemistry with LiBOB. This work presents a correlation between the EEI characteristics and battery performance and highlights the significance of manipulating surface chemistry in developing stable high-energy-density Li-ion batteries.",,,,,"; Li, Jianyu/ABA-2891-2020; You, Ya/GWD-0248-2022; Manthiram, Arumugam/AAO-3331-2020","Li, Jianyu/0000-0003-2577-1672; You, Ya/0000-0002-2069-5212; Manthiram, Arumugam/0000-0003-0237-9563",,,,,,,,,,,,,1614-6832,1614-6840,,,,OCT 15,2018,8,29,,,,,,,1801957,10.1002/aenm.201801957,http://dx.doi.org/10.1002/aenm.201801957,,,,,,,,,,,,,WOS:000447257000017,View Full Record in Web of Science
J,"Il'ina, EA; Druzhinin, KV; Saetova, NS; Antonov, BD; Pryakhina, VI",,,,"Il'ina, E. A.; Druzhinin, K., V; Saetova, N. S.; Antonov, B. D.; Pryakhina, V., I",,,Interface features between 30Li2O•47.5V2O5•22.5B2O3 glassy cathode and Li7La3Zr2O12 solid electrolyte,ELECTROCHIMICA ACTA,,,,,,,,,,,,"Glassy cathode deposition on solid electrolyte substrate applied to lithium middle-temperature all-solid-state batteries was investigated. The 30Li(2)O center dot 47.5V(2)O(5)center dot 22.5B(2)O(3) (LBV) glassy cathode is crystallized on Li7La3Zr2O12 (LLZ) solid electrolyte substrate at various temperatures (650-850 degrees C) and holding times (0.5-5 min). The phase composition of the crystallized glass and vanadium oxidation state are determined by the XRD and XPS analysis. The different lithium vanadates form at all studied temperatures, and the boron-containing phases appear at temperatures greater than 750 degrees C. SEM investigation shows that the lithium borate-vanadate glass crystallized at 750 degrees C to create the optimal interface and close contact between the electrode and the electrolyte. Processing at lower temperatures does not allow for good contact, and processing at higher temperatures leads to the interaction between the cathode material and ceramic electrolyte. The optimal mode of 30Li(2)O center dot 47.5V(2)O(5)center dot 22.5B(2)O(3) glassy cathode deposition on the substrate is found to be glass powder annealing for 0.5 min at 750 degrees C. This LBV vertical bar LLZ cell has the highest conductivity and the lowest polarization resistance on the cathode vertical bar electrolyte interface. The universality of this deposition mode is demonstrated using Li3.65Al0.05Ge0.95P0.2O4 ceramic substrate as an example. Thus, the LBV glass can be used for the formation of an optimal interface with other lithium-ion solid electrolytes. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,"Il'ina, Evgeniya/G-7773-2016; Druzhinin, Konstantin/C-5344-2016; Pryakhina, Victoria/J-9008-2015; Saetova, Nailya/P-3585-2017","Il'ina, Evgeniya/0000-0003-1759-5234; Druzhinin, Konstantin/0000-0002-8947-8208; Pryakhina, Victoria/0000-0001-7001-051X; antonov, boris/0000-0001-6793-1561; Saetova, Nailya/0000-0002-0721-3944",,,,,,,,,,,,,0013-4686,1873-3859,,,,SEP 20,2018,285,,,,,,326,335,,10.1016/j.electacta.2018.08.008,http://dx.doi.org/10.1016/j.electacta.2018.08.008,,,,,,,,,,,,,WOS:000445131700035,View Full Record in Web of Science
J,"Guzmán-González, G; Avila-Paredes, HJ; Rivera, E; González, I",,,,"Guzman-Gonzalez, Gregorio; Avila-Paredes, Hugo J.; Rivera, Ernesto; Gonzalez, Ignacio",,,Electrochemical Characterization of Single Lithium-Ion Conducting Polymer Electrolytes Based on sp3 Boron and Poly(ethylene glycol) Bridges,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"A novel series of single lithium-ion conducting polymer electrolytes (SLICPE) based on sp(3) boron and poly(ethylene glycol) (PEG) bridges is presented, in the context of the development of a new generation of batteries, with the aim to overcome the problems related to concentration overpotential and low ion transport numbers in conventional solid polymer electrolytes (SPE). The phase separation generated by the physical mixture of SPE with plasticizers such as poly(ethylene oxide) is still a serious problem. In this work, the use of PEG with different chain lengths, for the polycondensation reaction with LiB(OCH3)(4), to synthesize SLICPE allows preventing phase separation while tuning the predominant conduction mechanism, and thus the electrical properties, especially the lithium-ion transference number. The ionic transport is promoted by chain mobility as the chain length is increased. SLICPE with the best ionic conductivity values (4.95 +/- 0.05) x 10(-6) S cm(-1) was the one synthesized from poly(ethylene glycol) with an average M-N of 400 (BEG8), having an O/Li+ ratio of 20. The lithium transference number (t(Li)(+)) and electrochemical stability window of SLICPE membranes at 25 degrees C decreased as the PEG bridge length between sp3 boron atoms increased from 0.97 to 0.88 and 5.4 to 4.2 V vs Li-0/Li+, respectively, for SLICPE synthesized from PEG with an average M-N of 50-400 (BEGI to BEG8).",,,,,,"GONZALEZ, IGNACIO/0000-0002-9651-2515; Guzman-Gonzalez, Gregorio/0000-0002-8080-0862; Avila Paredes, Hugo Joaquin/0000-0002-9386-4160",,,,,,,,,,,,,1944-8244,1944-8252,,,,SEP 12,2018,10,36,,,,,30247,30256,,10.1021/acsami.8b02519,http://dx.doi.org/10.1021/acsami.8b02519,,,,,,,,30113816,,,,,WOS:000444793000027,View Full Record in Web of Science
J,"Wang, D; Wang, ZY; Li, Y; Luo, SH; Dong, KZ; Liu, YG; Qi, XW",,,,"Wang, Dan; Wang, Zhiyuan; Li, Yuan; Luo, Shaohua; Dong, Kangze; Liu, Yanguo; Qi, Xiwei",,,Template-assisted in situ confinement synthesis of nitrogen and oxygen co-doped 3D porous carbon network for high-performance sodium-ion battery anode,NEW JOURNAL OF CHEMISTRY,,,,,,,,,,,,"Non-graphitic carbons have shown great advantages as anodes for sodium ion batteries. However, they deliver an unsatisfactory capacity, especially at high rate, owing to the sluggish sodiation kinetics. In this work, we synthesized well-distributed nitrogen and oxygen co-doped three-dimensional ultrathin amorphous porous carbon network via a simple NaCl template-assisted in situ confinement pyrolysis strategy. The porous carbon network with oxygen-containing groups provides abundant room (surface area of 282.78 m(2) g(-1)) for the storage of Na+ and good wettability for the sufficient contact of the active material and the electrolyte, the affluent pores and the large interlayer space offer smooth passage for the insertion of Na+ and the transportation of electrons, and high-content nitrogen (N: 12.44 at%) doping affords more defects and active sites for the redox capacitance reaction of Na+. When used as an anode for sodium-ion batteries, the as-prepared sample presents high reversible capacity (416 mA h g(-1) at 0.1 A g(-1) after 100 cycles), superior rate capability (213.8 mA h g(-1) at 5 A g(-1)), and excellent cycling performance at a super-high rate (142 mA h g(-1) at 10 A g(-1) after 1000 cycles with capacity retention of 94%). This work provides a new strategy to effectively construct continuous porous carbon nanostructures with uniform dual heteroatom doping for high-performance sodium-ion battery anodes.",,,,,"Qi, xiwei/CAF-5862-2022; qi, xiwei/E-2028-2015","Dong, Kangze/0000-0001-7170-7685; qi, xiwei/0000-0003-0277-2488",,,,,,,,,,,,,1144-0546,1369-9261,,,,SEP 7,2018,42,17,,,,,14410,14416,,10.1039/c8nj02394h,http://dx.doi.org/10.1039/c8nj02394h,,,,,,,,,,,,,WOS:000443280200039,View Full Record in Web of Science
J,"Liang, FX; Yu, JL; Chen, JH; Wang, D; Lin, CD; Zhu, CZ; Wang, ML; Dong, L; Li, CH",,,,"Liang, Fuxiao; Yu, Jiali; Chen, Jiahui; Wang, Dong; Lin, Chengdong; Zhu, Caizhen; Wang, Mingliang; Dong, Liang; Li, Cuihua",,,A novel boron-based ionic liquid electrolyte for high voltage lithium-ion batteries with outstanding cycling stability,ELECTROCHIMICA ACTA,,,,,,,,,,,,"Advanced ionic liquid-based electrolyte is herein characterized for the application in high voltage lithium-ion batteries. The electrolyte based on N-propyl-N-methylpiperidiniumdifluoro(oxalate)borate (PP13DFOB), lithium bis(trifluoromethanesulfonyl)-imide (LiTFSI) and dimethyl carbonate (DMC) is fully characterized in terms of anodic corrosion behavior, electrochemical properties and cathode-electrolyte interphase stability. Experimental and computational results show that the preferential oxidation of PP13DFOB results in a stable and low impedance solid electrolyte interface (SEI) film on the surface of LiNi0.5Mn1.5O4 (LNMO) cathode and a passivation layer on Al foil, which suppress transition metal dissolution and Al corrosion at high voltage. As a result, the Li/LNMO and Li/graphite coin cells with ionic liquid-based electrolyte achieve excellent electrochemical performance, displaying a discharge capacity of 121.2 mAh g(-1) and 369.2 mAh g(-1) after 100 cycles at 0.5 C respectively and demonstrating no distinct capacitance attenuation during charge-discharge cycles. (C) 2018 Published by Elsevier Ltd.",,,,,"yan, zhang/GXA-1902-2022; Chen, Jiahui/W-5735-2018; Jiali, Yu/GNM-9751-2022; wang, mingliang/GXF-2439-2022; , Jiahui/W-5735-2018; Dong, Liang/IAR-4638-2023",", Jiahui/0000-0003-1661-9855;",,,,,,,,,,,,,0013-4686,1873-3859,,,,SEP 1,2018,283,,,,,,111,120,,10.1016/j.electacta.2018.06.170,http://dx.doi.org/10.1016/j.electacta.2018.06.170,,,,,,,,,,,,,WOS:000441077900013,View Full Record in Web of Science
